geography,Household Deprivation: Household is not deprived in any dimension; measures: Value,Household Deprivation: Household is deprived in 1 dimension; measures: Value,Household Deprivation: Household is deprived in 2 dimensions; measures: Value,Household Deprivation: Household is deprived in 3 dimensions; measures: Value,Household Deprivation: Household is deprived in 4 dimensions; measures: Value
WA14 3,1056,458,133,30,2
WA14 4,1643,837,361,77,8
WA14 5,1753,873,401,108,8
WA15 0,1124,541,115,12,1
WA15 6,2754,1456,705,105,4
WA15 7,2025,1389,723,188,14
WA15 8,2079,1021,430,72,1
WA15 9,1545,527,198,37,2
WA16 0,1471,728,329,79,9
WA16 6,737,413,184,28,1
WA16 7,802,427,159,32,1
WA16 8,1728,1012,502,122,7
WA16 9,909,426,179,19,2
WA2  0,2880,2480,1608,463,25
WA2  7,1304,1226,980,285,34
WA2  8,1039,729,432,119,8
WA2  9,1240,1389,1137,396,41
WA3  1,745,435,198,34,2
WA3  2,1958,1256,715,168,9
WA3  3,1650,1404,1010,318,22
WA3  4,1081,567,242,35,1
WA3  5,937,604,323,67,2
WA3  6,1938,1340,784,243,18
WA3  7,1003,585,312,48,6
WA4  1,1767,1476,1029,345,26
WA4  2,3049,1608,753,128,7
WA4  3,871,479,321,48,7
WA4  4,753,320,131,17,1
WA4  5,1798,755,259,11,0
WA4  6,2016,1220,638,98,8
WA5  0,784,822,608,282,17
WA5  1,2479,1775,1075,281,26
WA5  2,2024,1305,683,104,5
WA5  3,2592,1143,473,64,4
WA5  4,683,545,355,57,3
WA5  7,389,169,47,5,0
WA5  8,1583,676,257,73,3
WA5  9,1144,653,361,78,7
WA6  0,827,516,276,43,3
WA6  6,1120,595,212,38,1
WA6  7,1189,760,433,114,6
WA6  8,604,269,110,15,1
WA6  9,551,359,115,14,2
WA7  1,1267,777,448,179,11
WA7  2,1962,2086,1866,853,61
WA7  3,805,500,186,39,0
WA7  4,1674,1326,820,172,8
WA7  5,1839,1735,1434,442,32
WA7  6,2296,2003,1449,610,23
WA8  0,454,460,398,162,21
WA8  3,1238,860,556,147,8
WA8  4,1016,997,786,228,13
WA8  5,435,292,138,19,1
WA8  6,1035,1041,938,301,20
WA8  7,1504,1418,1114,394,29
WA8  8,1773,1639,1386,441,32
WA8  9,2647,1417,643,107,8
WA9  1,456,649,751,335,28
WA9  2,675,899,946,398,27
WA9  3,1588,1485,1331,440,40
WA9  4,2142,1813,1339,418,26
WA9  5,1952,1482,1190,331,22
WC1A 1,30,61,27,8,2
WC1A 2,69,59,9,3,2
WC1B 3,189,152,67,19,3
WC1B 4,144,87,32,13,0
WC1E 6,135,190,78,33,7
WC1E 7,146,117,53,19,4
WC1H 0,76,455,105,26,1
WC1H 8,272,392,288,162,26
WC1H 9,507,814,318,98,10
WC1N 1,357,711,310,111,10
WC1N 2,260,318,104,43,5
WC1N 3,339,430,239,97,21
WC1R 4,144,129,61,22,4
WC1V 6,105,88,20,3,0
WC1V 7,32,45,37,9,2
WC1X 0,360,470,288,128,20
WC1X 8,44,104,38,8,0
WC1X 9,529,593,347,138,36
WC2B 4,82,142,81,36,7
WC2B 5,195,235,130,59,7
WC2E 7,151,139,53,18,1
WC2E 9,64,75,19,12,0
WC2H 0,131,188,108,31,2
WC2H 7,26,37,45,19,5
WC2H 8,45,54,14,3,1
WC2H 9,206,238,103,25,3
WC2N 4,59,72,18,4,0
WC2N 5,83,48,9,1,0
WC2N 6,75,65,18,6,0
WD17 1,232,237,93,36,7
WD17 2,648,539,291,101,16
WD17 3,867,419,111,11,1
WD17 4,1738,967,401,62,5
WD18 0,1371,1139,540,129,24
WD18 6,654,721,487,144,22
WD18 7,1838,1415,619,157,25
WD18 8,189,80,13,2,0
WD19 4,2062,1183,521,118,15
WD19 5,869,798,404,42,3
WD19 6,959,995,650,189,26
WD19 7,710,853,581,207,25
WD23 1,1259,796,378,46,1
WD23 2,1609,1017,412,110,14
WD23 3,1058,698,368,73,5
WD23 4,1252,808,362,70,5
WD24 4,897,571,247,83,15
WD24 5,1435,881,434,118,8
WD24 6,694,601,359,96,13
WD24 7,1029,780,344,72,5
WD25 0,1542,1103,503,84,8
WD25 7,1521,1042,571,177,19
WD25 8,284,154,82,14,0
WD25 9,1660,1391,842,181,24
WD3  1,1159,612,270,47,1
WD3  3,2486,1380,640,77,10
WD3  4,821,380,59,5,1
WD3  5,1720,867,274,35,3
WD3  6,282,132,77,10,0
WD3  7,874,325,107,27,2
WD3  8,1239,797,429,110,8
WD3  9,495,352,157,41,2
WD4  8,1785,1028,457,66,5
WD4  9,843,400,129,11,2
WD5  0,2330,1500,771,173,16
WD6  1,1220,1012,547,123,14
WD6  2,1426,1198,742,196,12
WD6  3,1049,549,225,32,7
WD6  4,1247,1136,801,215,19
WD6  5,1135,1043,658,174,26
WD7  7,722,297,72,11,0
WD7  8,1140,620,243,38,0
WD7  9,900,498,166,40,2
WF1  1,203,252,245,91,9
WF1  2,1312,1108,623,125,11
WF1  3,1429,1077,741,198,22
WF1  4,1291,1530,1168,407,30
WF1  5,986,1037,659,260,20
WF10 1,298,377,348,124,8
WF10 2,1302,1182,904,312,21
WF10 3,1486,1711,1567,517,33
WF10 4,1837,1527,1132,287,14
WF10 5,1782,1386,1093,348,23
WF11 0,702,860,727,218,15
WF11 8,945,1004,777,186,12
WF11 9,784,691,449,148,13
WF12 0,1352,1295,893,335,30
WF12 7,1397,1117,731,187,9
WF12 8,909,892,741,214,28
WF12 9,733,924,790,280,25
WF13 1,145,206,167,78,23
WF13 2,646,877,640,265,35
WF13 3,848,1232,1031,491,63
WF13 4,1084,1089,770,246,24
WF14 0,1311,953,640,129,6
WF14 8,815,610,293,73,5
WF14 9,1643,1192,676,161,13
WF15 6,844,747,509,141,19
WF15 7,1461,1052,597,177,9
WF15 8,792,738,434,151,14
WF16 0,728,632,362,121,18
WF16 9,979,944,726,248,33
WF17 0,1481,1069,597,167,17
WF17 5,262,443,392,150,25
WF17 6,949,852,577,202,30
WF17 7,935,1337,1178,474,66
WF17 8,921,933,617,193,19
WF17 9,853,863,601,234,23
WF2  0,1946,1610,944,215,11
WF2  6,1850,1131,425,57,1
WF2  7,1278,1197,858,261,15
WF2  8,1705,2045,1536,504,39
WF2  9,1522,1221,861,238,22
WF3  1,2220,1352,814,182,23
WF3  2,1109,681,340,93,8
WF3  3,1809,1088,593,133,7
WF3  4,1466,1009,633,132,5
WF4  1,1505,1088,858,170,11
WF4  2,1021,849,702,211,11
WF4  3,1801,1303,736,126,6
WF4  4,1857,1094,615,103,10
WF4  5,1016,727,355,87,9
WF4  6,939,675,482,110,12
WF5  0,1569,1301,829,186,10
WF5  8,1192,897,488,111,7
WF5  9,1263,865,493,132,11
WF6  1,1825,1518,1221,347,23
WF6  2,1767,1396,965,162,11
WF7  5,849,975,917,307,21
WF7  6,909,885,708,195,10
WF7  7,1445,866,491,115,10
WF8  1,818,580,487,193,15
WF8  2,2094,1891,1515,402,16
WF8  3,1259,875,427,55,3
WF8  4,1315,1074,807,206,18
WF9  1,1058,895,694,210,8
WF9  2,1370,1390,1352,406,20
WF9  3,1016,1087,1057,372,21
WF9  4,1169,1269,1134,337,22
WF9  5,434,572,633,218,6
WN1  1,61,89,103,61,8
WN1  2,2292,1277,581,112,7
WN1  3,1326,1396,1332,481,33
WN2  1,1425,1199,858,199,15
WN2  2,1048,1071,944,328,19
WN2  3,1484,1113,989,297,22
WN2  4,2476,1977,1574,399,27
WN2  5,1762,1387,1132,383,24
WN3  4,809,739,586,243,13
WN3  5,1775,1630,1246,417,35
WN3  6,2587,1404,772,146,5
WN4  0,1644,1260,950,257,13
WN4  8,1642,1105,660,142,7
WN4  9,1774,1402,887,239,17
WN5  0,1082,1135,1084,435,43
WN5  7,2253,1529,882,156,8
WN5  8,2021,1538,1077,209,21
WN5  9,1526,1663,1623,579,44
WN6  0,2754,1639,914,176,6
WN6  7,1743,1244,952,214,15
WN6  8,2047,1571,1105,257,18
WN6  9,1118,670,289,53,0
WN7  1,1722,1272,856,261,38
WN7  2,1615,1352,1056,360,27
WN7  3,1914,1367,893,246,20
WN7  4,957,1053,896,288,27
WN7  5,1441,1490,1251,446,42
WN8  0,1158,768,540,107,5
WN8  6,2330,2237,1515,486,39
WN8  7,1001,530,210,18,1
WN8  8,1570,1499,1084,299,16
WN8  9,1087,1203,872,318,30
WR1  1,892,572,342,71,4
WR1  2,381,346,212,85,17
WR1  3,780,603,326,83,17
WR10 1,1249,1147,653,143,13
WR10 2,1281,803,352,66,0
WR10 3,1077,620,286,32,1
WR11 1,1183,967,568,125,11
WR11 2,1276,939,495,78,3
WR11 3,763,581,296,54,8
WR11 4,1392,1178,791,200,23
WR11 7,1699,1143,560,95,5
WR11 8,1363,997,496,83,9
WR12 7,1162,923,426,58,3
WR13 5,767,481,201,35,4
WR13 6,969,683,277,53,3
WR14 1,2390,1684,906,156,22
WR14 2,1956,1655,919,276,14
WR14 3,1192,927,458,95,7
WR14 4,1388,728,215,40,7
WR15 8,1322,1023,619,104,5
WR2  4,2093,1321,653,93,3
WR2  5,1944,1578,1008,212,25
WR2  6,1610,1057,462,67,3
WR3  7,2523,1404,666,77,6
WR3  8,1986,1251,690,158,15
WR4  0,2731,1079,294,49,3
WR4  9,1934,2308,1799,590,52
WR5  1,1585,1347,827,245,17
WR5  2,1973,968,412,70,13
WR5  3,2912,1647,741,108,6
WR6  5,1078,699,293,59,4
WR6  6,1492,901,401,76,4
WR7  4,1149,599,219,29,2
WR8  0,1169,900,462,98,4
WR8  9,659,331,122,19,2
WR9  0,1129,733,437,68,2
WR9  7,2268,1237,459,58,7
WR9  8,2068,1704,1052,226,12
WR9  9,641,587,387,120,10
WS1  1,95,111,54,13,0
WS1  2,1152,1086,778,223,24
WS1  3,939,992,789,336,36
WS1  4,773,1045,1006,396,29
WS10 0,1488,1793,1669,612,44
WS10 7,626,815,820,263,25
WS10 8,1348,1588,1459,474,44
WS10 9,1535,1695,1386,448,45
WS11 0,600,526,565,164,18
WS11 1,1594,1314,883,156,12
WS11 4,517,559,564,151,11
WS11 5,971,1018,910,307,16
WS11 6,576,581,466,119,10
WS11 7,1034,439,143,28,2
WS11 8,289,243,163,48,6
WS11 9,1165,990,746,172,17
WS12 0,561,384,252,75,5
WS12 1,930,739,414,84,5
WS12 2,1279,689,428,96,6
WS12 3,1041,557,326,55,9
WS12 4,2528,1999,1474,429,31
WS13 6,1800,1237,799,156,12
WS13 7,1842,1519,907,297,20
WS13 8,1557,718,262,49,1
WS14 0,1008,515,211,31,3
WS14 9,2812,1505,605,87,11
WS15 1,1584,1298,1046,230,16
WS15 2,2460,2068,1312,300,32
WS15 3,877,560,220,27,0
WS15 4,1368,1024,619,115,4
WS2  0,946,1152,1006,310,28
WS2  7,691,1048,1052,357,28
WS2  8,1052,1342,1079,456,40
WS2  9,978,1464,1286,434,49
WS3  1,1054,1551,1468,595,50
WS3  2,1241,1864,1877,704,59
WS3  3,1811,1859,1582,390,32
WS3  4,1442,1210,934,164,9
WS3  5,314,258,218,46,1
WS4  1,1785,1766,1284,312,17
WS4  2,786,679,390,107,14
WS5  3,1726,1310,599,46,2
WS5  4,1487,1399,1160,300,21
WS6  6,1476,1286,896,180,7
WS6  7,1518,1064,699,138,8
WS7  0,716,527,364,63,2
WS7  1,977,657,413,77,3
WS7  2,924,739,550,106,12
WS7  3,239,198,155,23,4
WS7  4,1166,1018,699,138,19
WS7  9,1315,793,339,49,8
WS8  6,757,849,667,203,19
WS8  7,1406,1288,958,225,17
WS9  0,1671,1281,725,115,6
WS9  8,1627,1293,945,160,8
WS9  9,1531,1105,694,170,17
WV1  1,129,242,173,67,8
WV1  2,995,1413,1262,387,40
WV1  3,106,146,94,19,4
WV1  4,387,535,379,148,21
WV10 0,1406,1669,1370,471,34
WV10 6,1699,1608,1158,287,29
WV10 7,1138,845,462,108,7
WV10 8,1478,1571,1336,407,22
WV10 9,1346,1810,1576,587,59
WV11 1,1641,1609,1340,362,27
WV11 2,1490,1505,1329,331,29
WV11 3,1623,1747,1324,339,22
WV12 4,1505,1454,1133,248,19
WV12 5,2344,1939,1479,377,28
WV13 1,726,760,605,189,23
WV13 2,1000,930,702,250,24
WV13 3,933,1052,875,263,16
WV14 0,661,792,772,283,30
WV14 6,867,1117,1107,331,29
WV14 7,382,572,545,221,25
WV14 8,1678,1968,1750,558,49
WV14 9,1886,1754,1555,356,24
WV15 5,739,458,294,59,4
WV15 6,827,613,331,36,4
WV16 4,1504,1069,646,131,11
WV16 5,753,451,188,32,0
WV16 6,1267,916,580,98,3
WV2  1,282,413,365,119,14
WV2  2,519,700,721,265,26
WV2  3,335,478,522,144,12
WV2  4,250,276,229,64,4
WV3  0,848,997,916,280,23
WV3  7,1111,949,614,126,7
WV3  8,1305,881,485,68,7
WV3  9,1542,1339,755,196,33
WV4  4,2273,1801,1134,285,21
WV4  5,1825,1367,765,129,9
WV4  6,1320,1448,1152,282,19
WV5  0,1022,798,509,113,3
WV5  7,557,383,152,26,2
WV5  8,864,521,204,24,0
WV5  9,586,480,368,43,5
WV6  0,1593,1829,1337,512,42
WV6  7,2890,1760,782,123,5
WV6  8,2212,1543,820,119,7
WV6  9,1487,951,512,87,5
WV7  3,1327,895,446,50,2
WV8  1,1876,1560,1133,287,17
WV8  2,963,543,225,21,0
WV9  5,1347,1041,648,116,12
YO1  6,558,366,143,37,7
YO1  7,207,169,67,18,2
YO1  9,341,329,110,45,7
YO10 3,2227,1837,776,159,13
YO10 4,1922,1161,538,113,16
YO10 5,891,717,279,47,0
YO11 1,576,692,581,222,38
YO11 2,1457,1474,840,215,44
YO11 3,1743,1675,1179,306,15
YO12 4,1720,1154,722,157,8
YO12 5,1848,1524,940,200,17
YO12 6,1723,1587,1025,242,14
YO12 7,1929,1553,1018,305,64
YO13 0,1124,813,338,58,3
YO13 9,1084,704,344,43,1
YO14 0,919,969,621,89,6
YO14 9,905,1027,678,154,13
YO15 1,561,617,388,58,1
YO15 2,525,748,626,278,69
YO15 3,739,870,598,168,29
YO16 4,1247,1440,1121,327,37
YO16 6,1380,1333,799,73,5
YO16 7,1143,1414,1132,264,17
YO17 6,601,364,170,20,1
YO17 7,901,763,479,86,14
YO17 8,1070,786,475,101,4
YO17 9,1426,1150,596,140,11
YO18 7,1103,901,465,65,2
YO18 8,1048,792,414,83,1
YO19 4,305,194,75,11,1
YO19 5,983,603,232,34,1
YO19 6,1498,822,335,43,0
YO21 1,1053,941,583,116,13
YO21 2,600,431,189,32,1
YO21 3,918,863,512,116,23
YO22 4,926,913,576,155,10
YO22 5,586,484,218,39,2
YO23 1,2209,1142,494,135,8
YO23 2,911,568,236,20,1
YO23 3,1435,708,219,20,1
YO23 7,256,116,42,7,0
YO24 1,1411,638,226,38,5
YO24 2,1619,1059,538,111,7
YO24 3,1446,1248,832,218,19
YO24 4,1807,1174,579,148,20
YO25 3,485,339,175,35,1
YO25 4,965,662,361,52,4
YO25 5,1306,993,550,102,11
YO25 6,1198,968,520,102,9
YO25 8,1129,895,465,91,4
YO25 9,1536,971,473,61,2
YO26 4,1459,956,428,110,9
YO26 5,2231,1577,854,177,9
YO26 6,1251,709,253,29,2
YO26 7,489,257,92,10,0
YO26 8,691,314,133,19,1
YO26 9,318,147,60,8,3
YO30 1,546,284,138,16,1
YO30 2,400,176,42,5,0
YO30 4,703,317,110,19,1
YO30 5,1746,1000,405,47,1
YO30 6,1745,1328,751,231,25
YO30 7,595,327,156,47,4
YO31 0,1185,874,469,84,4
YO31 1,1083,713,275,22,0
YO31 7,1076,913,426,116,13
YO31 8,1439,898,432,128,13
YO31 9,1259,946,520,102,6
YO32 2,1213,702,345,32,1
YO32 3,1541,957,432,45,2
YO32 4,484,424,302,61,3
YO32 5,1414,630,254,33,5
YO32 9,1542,1114,537,60,4
YO41 1,1235,686,286,30,1
YO41 4,520,218,85,9,0
YO41 5,597,370,130,12,1
YO42 1,474,268,88,12,0
YO42 2,1754,1173,610,82,4
YO42 4,944,534,189,27,0
YO43 3,1589,1010,504,55,5
YO43 4,1067,662,289,40,4
YO51 9,1201,741,370,43,4
YO60 6,433,213,75,12,0
YO60 7,746,403,188,33,1
YO61 1,1181,598,257,34,0
YO61 2,279,149,65,4,0
YO61 3,1178,851,389,56,2
YO61 4,524,289,103,18,2
YO62 4,512,335,142,27,1
YO62 5,577,502,205,24,2
YO62 6,954,714,332,44,0
YO62 7,404,270,88,14,0
YO7  1,1786,1382,833,148,8
YO7  2,611,370,133,20,1
YO7  3,895,482,172,25,3
YO7  4,794,475,163,22,2
YO8  3,926,637,307,60,10
YO8  4,1074,1010,731,209,20
YO8  5,1382,817,423,64,2
YO8  6,1128,586,268,48,1
YO8  8,1527,1108,614,141,10
YO8  9,2601,1573,831,112,6
CF10 1,194,236,64,10,1
CF10 2,306,465,176,53,3
CF10 3,174,125,70,13,3
CF10 4,1235,837,208,69,8
CF10 5,1097,1070,568,241,35
CF11 0,725,544,114,12,1
CF11 6,1486,1558,1180,464,54
CF11 7,1407,1228,978,441,83
CF11 8,564,513,393,134,10
CF11 9,1965,1026,529,193,27
CF14 0,1268,647,190,21,2
CF14 1,2056,1402,788,149,10
CF14 2,1909,1381,993,280,30
CF14 3,1736,1011,626,170,17
CF14 4,2030,1057,498,62,4
CF14 5,1637,1290,895,249,26
CF14 6,1954,1426,633,68,3
CF14 7,962,616,339,118,23
CF14 9,1821,791,331,42,5
CF15 7,1122,726,413,118,15
CF15 8,1630,664,230,26,2
CF15 9,1437,660,233,47,2
CF23 5,2099,1142,447,106,18
CF23 6,2150,1308,556,107,7
CF23 7,1351,1030,586,194,23
CF23 8,1830,743,238,55,4
CF23 9,1765,1448,1024,273,25
CF24 0,535,610,457,207,31
CF24 1,830,815,563,261,27
CF24 2,1861,1745,1451,618,70
CF24 3,2050,1809,902,335,64
CF24 4,2926,2044,830,226,31
CF24 5,21,44,32,18,3
CF3  0,1908,1539,1069,421,30
CF3  1,430,615,590,293,25
CF3  2,683,324,165,40,8
CF3  3,925,861,736,222,14
CF3  4,786,875,696,201,11
CF3  5,940,1087,876,363,19
CF3  6,292,169,65,12,1
CF31 1,1428,1304,1067,318,23
CF31 2,2405,1470,683,228,15
CF31 3,873,581,302,62,5
CF31 4,2259,1791,1311,312,22
CF31 5,1440,530,228,63,2
CF32 0,958,716,371,80,3
CF32 7,826,809,809,278,13
CF32 8,887,954,1009,360,20
CF32 9,1721,1473,1090,385,24
CF33 4,1047,925,772,262,17
CF33 6,1068,963,844,262,8
CF34 0,1152,1372,1530,610,31
CF34 9,1393,1210,1036,415,25
CF35 5,1030,757,484,108,10
CF35 6,1657,1139,749,167,13
CF36 3,1669,1361,848,179,16
CF36 5,1182,997,689,190,21
CF37 1,1682,1124,826,214,14
CF37 2,923,797,530,142,11
CF37 3,1022,972,813,353,23
CF37 4,1202,899,700,201,11
CF37 5,920,1085,1049,478,32
CF38 1,1917,1247,708,138,14
CF38 2,2557,1641,943,268,13
CF39 0,782,697,672,214,14
CF39 8,1986,1714,1848,632,39
CF39 9,1030,1074,1062,428,18
CF40 1,1169,1154,1203,477,31
CF40 2,1304,1373,1450,570,38
CF41 7,1453,1413,1310,485,35
CF42 5,668,798,925,289,24
CF42 6,1055,968,893,295,20
CF43 3,443,636,648,285,25
CF43 4,852,940,1028,418,22
CF44 0,1138,1079,896,280,14
CF44 6,1257,1306,1308,434,24
CF44 7,556,538,446,138,13
CF44 8,1494,1209,883,227,14
CF44 9,1033,1148,1072,428,13
CF45 3,1046,1378,1395,555,23
CF45 4,1298,1217,1096,376,19
CF46 5,965,734,658,179,12
CF46 6,1122,1047,914,268,14
CF47 0,1151,947,791,250,22
CF47 8,399,490,446,156,22
CF47 9,983,1317,1376,623,47
CF48 1,1285,1108,941,296,18
CF48 2,843,826,697,223,11
CF48 3,509,562,499,221,19
CF48 4,917,1002,959,352,21
CF5  1,2590,1373,791,255,35
CF5  2,2354,1248,508,97,9
CF5  3,1781,1749,1509,445,42
CF5  4,1826,2170,1875,761,78
CF5  5,1243,1471,1344,623,54
CF5  6,1088,629,206,28,0
CF61 1,872,647,366,50,3
CF61 2,1032,741,322,65,1
CF62 3,1381,876,465,85,4
CF62 4,790,526,304,85,7
CF62 5,505,357,226,60,8
CF62 6,1237,863,394,63,5
CF62 7,1354,983,633,156,14
CF62 8,1095,1033,748,238,20
CF62 9,795,842,702,250,18
CF63 1,1447,1234,849,258,15
CF63 2,822,744,631,231,27
CF63 3,205,190,165,64,7
CF63 4,927,802,594,252,31
CF64 1,1437,737,333,117,15
CF64 2,1660,1026,651,139,9
CF64 3,1651,1079,657,139,17
CF64 4,1550,1155,533,90,5
CF64 5,1472,963,412,56,3
CF71 7,2185,1143,456,51,1
CF72 8,2330,1305,723,191,15
CF72 9,2775,1805,1152,322,18
CF81 8,970,1084,1126,367,19
CF81 9,910,960,1049,461,13
CF82 6,190,88,43,8,2
CF82 7,1963,1580,1355,430,33
CF82 8,847,782,715,169,14
CF83 1,2184,1579,1133,361,29
CF83 2,2078,1418,1169,392,22
CF83 3,1969,1669,1177,375,27
CF83 4,899,838,716,307,18
CF83 8,1662,1321,1099,319,19
LD1  5,967,890,573,136,12
LD1  6,1067,942,508,97,10
LD2  3,1098,853,476,69,6
LD3  0,824,607,296,56,7
LD3  7,1097,790,349,49,5
LD3  8,832,599,400,57,7
LD3  9,999,778,444,84,9
LD4  4,143,132,63,17,0
LD5  4,186,189,93,15,0
LD6  5,476,456,226,69,6
LD7  1,875,781,414,98,4
LD8  2,773,708,341,51,3
LL11 1,121,117,69,28,1
LL11 2,1438,1058,598,146,12
LL11 3,1277,963,594,167,13
LL11 4,1566,1138,798,266,21
LL11 5,1409,851,478,112,10
LL11 6,1110,925,662,192,8
LL12 0,1500,1070,609,149,12
LL12 7,1234,1095,810,148,7
LL12 8,1708,998,456,75,11
LL12 9,942,734,391,70,4
LL13 0,1623,1027,558,77,3
LL13 7,1371,1084,701,215,17
LL13 8,933,1160,1002,413,42
LL13 9,1784,1366,968,283,19
LL14 1,864,659,511,147,5
LL14 2,1193,1098,868,280,18
LL14 3,863,966,827,273,20
LL14 4,773,520,338,90,5
LL14 5,886,719,463,109,6
LL14 6,797,539,341,100,7
LL15 1,1558,1020,509,86,9
LL15 2,738,477,183,30,3
LL16 3,1168,874,584,200,18
LL16 4,1003,680,302,48,0
LL16 5,836,552,291,54,5
LL17 0,1061,690,386,89,7
LL18 1,325,565,576,342,57
LL18 2,1115,1194,1038,280,27
LL18 3,593,743,667,189,27
LL18 4,1676,1446,1054,278,19
LL18 5,1428,1328,1034,257,13
LL18 6,567,465,273,50,5
LL19 7,1025,1068,921,177,13
LL19 8,1170,1171,896,182,14
LL19 9,860,709,466,99,1
LL20 7,909,643,391,57,2
LL20 8,683,556,309,69,3
LL21 0,419,370,184,31,2
LL21 9,684,587,279,53,2
LL22 7,1228,1320,1109,265,32
LL22 8,1013,788,438,67,7
LL22 9,550,582,529,136,6
LL23 7,799,680,376,68,9
LL24 0,380,284,134,32,2
LL25 0,100,72,39,5,2
LL26 0,792,649,422,114,11
LL27 0,163,117,71,17,0
LL28 4,1533,1350,822,132,6
LL28 5,1152,861,439,100,4
LL29 6,436,227,65,12,0
LL29 7,674,644,416,145,16
LL29 8,1057,927,588,216,22
LL29 9,1271,1094,690,214,18
LL30 1,1553,1621,935,247,26
LL30 2,1138,1161,859,248,43
LL30 3,1054,787,376,50,3
LL31 9,1768,1412,752,163,17
LL32 8,1320,978,532,117,3
LL33 0,745,528,281,73,9
LL34 6,795,665,386,117,12
LL35 0,246,164,71,11,0
LL36 0,245,338,187,24,2
LL36 9,524,515,349,78,11
LL37 2,73,97,54,12,0
LL38 2,110,157,100,13,3
LL39 1,41,63,37,7,2
LL40 1,416,350,186,63,11
LL40 2,384,327,157,21,0
LL41 3,465,489,349,134,16
LL41 4,572,509,361,93,9
LL42 1,403,480,277,80,5
LL43 2,90,93,48,9,0
LL44 2,187,189,110,22,3
LL45 2,101,112,63,15,2
LL46 2,341,351,192,25,2
LL47 6,109,97,52,12,0
LL48 6,449,422,197,47,7
LL49 9,883,750,420,94,12
LL51 9,99,89,54,17,0
LL52 0,505,442,221,24,4
LL53 5,762,721,510,145,12
LL53 6,985,853,467,98,11
LL53 7,652,603,304,101,6
LL53 8,582,537,320,75,5
LL54 5,555,480,266,65,13
LL54 6,610,643,408,139,16
LL54 7,720,509,326,66,7
LL55 1,924,776,489,138,12
LL55 2,1091,858,717,212,20
LL55 3,570,396,271,66,5
LL55 4,1260,874,491,141,3
LL56 4,530,321,125,28,2
LL57 1,786,758,544,184,23
LL57 2,1327,932,487,112,5
LL57 3,1044,766,439,135,17
LL57 4,1192,786,416,110,5
LL58 8,740,689,346,76,7
LL59 5,1277,793,306,79,6
LL60 6,606,424,255,53,5
LL61 5,651,384,200,33,2
LL61 6,480,438,284,70,3
LL62 5,316,232,126,38,5
LL63 5,217,212,158,41,1
LL64 5,214,170,87,17,1
LL65 1,806,787,635,198,22
LL65 2,1227,1240,963,301,23
LL65 3,1131,837,527,145,13
LL65 4,480,487,368,94,8
LL67 0,248,220,135,40,3
LL68 0,208,185,118,32,8
LL68 9,768,773,541,140,21
LL69 9,109,75,66,10,1
LL70 9,67,40,28,10,0
LL71 7,36,21,23,3,0
LL71 8,260,195,133,42,4
LL72 8,140,123,61,21,1
LL73 8,60,47,18,2,0
LL74 8,416,426,241,33,1
LL75 8,264,218,119,22,3
LL76 8,55,43,31,5,0
LL77 7,1261,1034,663,156,14
LL78 8,102,75,34,7,1
NP10 0,372,189,86,7,0
NP10 8,2376,1516,920,243,22
NP10 9,2008,1064,647,128,5
NP11 3,678,640,512,157,11
NP11 4,927,754,665,141,8
NP11 5,848,804,830,271,21
NP11 6,1792,1552,1277,325,27
NP11 7,1378,1161,1085,313,13
NP12 0,1241,967,787,204,9
NP12 1,1382,1074,777,199,7
NP12 2,1339,1092,935,255,20
NP12 3,990,1020,969,375,30
NP13 1,1065,1190,1165,387,22
NP13 2,786,854,863,307,24
NP13 3,579,644,619,221,12
NP15 1,1121,692,310,57,3
NP15 2,479,351,189,16,0
NP16 5,2158,1619,830,204,19
NP16 6,1596,770,308,40,5
NP16 7,1107,723,376,60,3
NP18 1,986,671,361,38,3
NP18 2,1213,740,466,89,3
NP18 3,1182,696,365,61,1
NP19 0,1576,1510,982,351,47
NP19 4,652,681,516,128,7
NP19 7,2125,1794,1272,337,19
NP19 8,1479,1261,870,262,26
NP19 9,1457,1831,1754,574,49
NP20 1,96,110,79,23,2
NP20 2,704,1005,893,437,54
NP20 3,1733,1546,1187,295,36
NP20 4,1222,914,575,198,30
NP20 5,1769,1362,888,220,21
NP20 6,1350,1125,729,152,7
NP20 7,792,1109,1000,382,23
NP22 3,887,1047,1044,462,35
NP22 4,1013,996,932,303,12
NP22 5,731,899,951,407,28
NP23 4,1343,1265,1242,460,31
NP23 5,1500,1385,1264,382,17
NP23 6,1125,1141,1047,334,21
NP23 7,353,369,361,131,12
NP23 8,274,177,77,19,1
NP24 6,539,589,707,258,17
NP25 3,998,809,405,73,4
NP25 4,737,436,173,30,1
NP25 5,1178,853,509,153,11
NP26 3,2008,1067,513,62,1
NP26 4,1237,1054,709,147,11
NP26 5,1057,750,450,79,3
NP4  0,1498,1144,640,97,5
NP4  5,1652,1207,842,194,9
NP4  6,1086,994,785,228,12
NP4  7,908,855,793,282,12
NP4  8,1097,1035,876,339,23
NP4  9,882,835,725,198,5
NP44 1,1130,1187,962,294,36
NP44 2,944,783,646,104,9
NP44 3,1060,1004,827,218,19
NP44 4,849,912,684,224,15
NP44 5,885,758,495,149,11
NP44 6,1072,586,262,72,3
NP44 7,778,730,567,166,7
NP44 8,589,514,308,61,11
NP7  0,758,585,316,53,4
NP7  5,950,728,458,113,7
